"YEAR","PUNISH_QUYU","POWER_ID","POWER_COUNT","PUNISH_TYPE","POWER_CODE","POWER_NAME","RANK_COUNT"
2018.0,"宝安区","c8cd00d8-1835-4b74-94f4-0853601d7ae8",1.0,1.0,"11440306574755306X020121","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",1.0
2018.0,"大鹏新区","e2447c81-c9d3-4515-aba1-1ed0ae85e371",2.0,1.0,"11440300051516031D020387","施工单位未对建筑材料、建筑构配件、设备和商品混凝土进行检验；未对涉及结构安全的试块、试件以及有关材料取样检测；明示或暗示检测机构出具虚假检测报告，篡改或伪造检测报告的；弄虚作假送检试样的行政处罚",1.0
2018.0,"大鹏新区","ef35af48-60e0-49f9-b8f9-b68774380cf1",1.0,1.0,"11440300MB2D06045Q020307","对未经批准擅自取水行为的处罚",2.0
2018.0,"大鹏新区","4aa51177-dc07-4946-bbf6-5c4cbcd26047",1.0,1.0,"11440300052799993U020075","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",2.0
2018.0,"大鹏新区","e9e8c8f1-a381-4fdb-8363-f806795c6862",1.0,1.0,"11440300052799993U020073","对用人单位使用童工的处罚",2.0
2018.0,"大鹏新区","d8e7ee49-5d36-4471-b98e-a913383f3819",1.0,1.0,"11440300052799993U020074","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0
2018.0,"福田区","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",29.0,1.0,"11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",1.0
2018.0,"福田区","a2d87f5a-c481-4c49-a7ae-2f0c144ad7c6",12.0,1.0,"11440304MB2D11725U020049","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",2.0
2018.0,"福田区","51eeb45d-789a-4c5c-bf74-beba4f18b9f1",6.0,1.0,"114403045747534156020006","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",3.0
2018.0,"福田区","33899448-dfc3-4e24-9043-0a161160c85a",5.0,1.0,"114403045747534156020014","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",4.0
2018.0,"福田区","dcd00f05-6a17-48e8-b31f-1a84ec555fdd",4.0,1.0,"11440304007542822U020021","对供应商在政府采购活动中违法行为的处罚",5.0
2018.0,"龙岗区","b8f05563-b2f0-458d-81fd-b160436828b7",9.0,1.0,"1144030700755150X8020005","对供应商在政府采购活动中违法行为的处罚",1.0
2018.0,"龙岗区","2d7c6fba-23bc-4100-be9a-2a7a036bf13e",2.0,1.0,"11440300695587927L020592","对征订、储存、运输、邮寄、投递、散发、附送其他非法出版物和出版行政主管部门明令禁止出版、印刷或者复制、发行的出版物的行政处罚",2.0
2018.0,"龙岗区","8ef744cd-afab-4f7f-8a07-8dadac123d5d",2.0,1.0,"11440307MB2D25078J020003","对违反本法第二十五条规定，屠宰、经营、运输动物或者生产、经营、加工、贮藏、运输动物产品的行政处罚",2.0
2018.0,"龙岗区","4d02b147-c317-451d-87fd-a1be3b2fd034",2.0,1.0,"11440307MB2D25078J020002","对违反本法规定，未经兽医执业注册从事动物诊疗活动的行政处罚",2.0
2018.0,"龙岗区","56a8559b-df29-4a0b-846b-f3b86e3538ea",1.0,1.0,"11440307MB2D289576020191","对娱乐场所未按照规定建立从业人员名簿、营业日志，或者发现违法犯罪行为未按规定报告的行为的处罚",5.0
2018.0,"龙岗区","598d821f-11db-443c-ab83-7e3c0a214cff",1.0,1.0,"11440307MB2D2805X7020444","未按照排水许可证要求向市政排水设施排水。",5.0
2018.0,"龙岗区","7f735df8-9766-44e2-a395-ba03bbec69f7",1.0,1.0,"1144030757002301X3020034","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",5.0
2018.0,"龙岗区","bda2dfca-ac8d-4ec0-a194-c1c1327e3cbc",1.0,1.0,"114403070075517020020077","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",5.0
2018.0,"龙岗区","596cf25d-1d22-4d13-9d71-825ae9e70ba9",1.0,1.0,"1144030757002301X3020025","对未经批准或者采取欺骗手段骗取批准,非法占用土地的行为的行政处罚",5.0
2018.0,"龙岗区","ead7821b-bcda-4501-8bc7-f10046228fdc",1.0,1.0,"11440307MB2D289576020100","对未经批准，擅自从事出版物发行业务行为的处罚",5.0
2018.0,"龙华区","1804a972-b096-4117-a0eb-aa9b6e4224fa",3.0,1.0,"11440309MB2D27890L020251","未取得排水许可证擅自排水",1.0
2018.0,"龙华区","328dba5f-8875-4ced-96b7-4ba246e425c1",2.0,1.0,"11440309MB2D27241G020125","对未经批准，擅自设立出版物的出版、印刷或者复制、进口单位，或者擅自从事出版物的出版、印刷或者复制、进口、发行业务，假冒出版单位名称或者伪造、假冒报纸、期刊名称出版出版物行为的处罚",2.0
2018.0,"龙华区","3fbb71ff-9463-4015-93f6-8b4f774eeb4e",2.0,1.0,"11440309MB2D27065K020117","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0
2018.0,"龙华区","b7567073-8db9-48c5-9b0a-513dc056496f",1.0,1.0,"11440309MB2D27890L020242","未取得取水许可证，私采地下水",4.0
2018.0,"龙华区","aa3d0181-2c70-4491-ad89-95f640289bb1",1.0,1.0,"11440309MB2D27065K020086","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",4.0
2018.0,"龙华区","6c3a7156-97ba-4891-8be4-12dcd1460979",1.0,1.0,"114403000539605231020337","对物业管理单位发现装修人或者装饰装修企业有违反本办法规定的行为不及时向有关部门报告的行政处罚",4.0
2018.0,"龙华区","1fa7e679-3a95-4db2-87ec-7ec7e8830140",1.0,1.0,"114403000539605231020025","对物业服务企业未按期公布物业专项维修资金收支情况的处罚",4.0
2018.0,"龙华区","5c96db80-da66-42b1-8cb2-912485a50c6c",1.0,1.0,"11440300695587927L020028","对未经批准，擅自从事经营性互联网文化活动的行政处罚",4.0
2018.0,"龙华区","6fcd36b4-5c64-45f8-b7a9-3867d5af6eb6",1.0,1.0,"1144030005512991X1020016","对供应商捏造事实、提供虚假材料或者以非法手段取得证明材料进行投诉的行为的行政处罚",4.0
2018.0,"龙华区","2bb6d6db-1d69-4b34-8880-a8ece591335a",1.0,1.0,"114403000539605231020202","对未经业主大会同意，物业服务企业擅自改变物业管理用房的用途的行政处罚",4.0
2018.0,"龙华区","90ead521-6836-467c-9c22-7d5cf18e8434",1.0,1.0,"11440309MB2D27890L020245","未落实水土保持措施",4.0
2018.0,"罗湖区","18706d09-ec2e-4775-8692-0edb7021f0c5",11.0,1.0,"114403035731270177020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",1.0
2018.0,"罗湖区","e885e328-7493-47b2-928c-1c9e6eb126f3",8.0,1.0,"11440303007542275R020005","对供应商在政府采购活动中违法行为的处罚",2.0
2018.0,"罗湖区","809e175d-1bdf-4284-b796-c3c6a7e3c4e4",3.0,1.0,"114403035731270177020062","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",3.0
2018.0,"罗湖区","a0099c42-80d8-4b21-b90b-a7b550813f80",3.0,1.0,"11440303007542275R020028","对供应商捏造事实、提供虚假材料或者以非法手段取得证明材料进行投诉的行为的行政处罚",3.0
2018.0,"罗湖区","f4db4bfc-1a4e-4641-800f-de1210d37c35",2.0,1.0,"114403035731270177020022","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",5.0
2018.0,"南山区","075741dc-4464-4a00-b577-a2ba789fdf7a",39.0,1.0,"114403050075449597020099","用人单位克扣员工工资",1.0
2018.0,"南山区","ceb9af97-bf47-45bd-9de7-ea4314372364",25.0,1.0,"114403050075449597020026","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0
2018.0,"南山区","939f0297-df73-4beb-a1c3-57a3ce0cd3f7",7.0,1.0,"114403050075449597020022","对用人单位有下列行为之一的处罚：（一）无理抗拒、阻挠实施劳动保障监察的；（二）不按照报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；（三）经责令改正拒不改正，或拒不履行行政处理决定的；（四）打击报复投诉人的",3.0
2018.0,"南山区","ee6bf59a-a179-4a90-b0a1-cd5446804fa4",2.0,1.0,"11440300695587927L020017","对提供含有禁止内容的网络游戏产品和服务的行政处罚",4.0
2018.0,"南山区","8804e27e-4503-402f-baa1-b99dbaab4dfe",1.0,1.0,"114403050075449597020007","对用人单位违反规定，扣押劳动者居民身份证等证件的处罚",5.0
2018.0,"南山区","48759fc2-e15d-42bd-a813-80f895084224",1.0,1.0,"11440300695587927L020002","对经营性互联网文化单位提供含有禁止内容的互联网文化产品的行政处罚",5.0
2018.0,"南山区","b2349101-de1b-4c29-972e-62ff8ebf452d",1.0,1.0,"11440305689400206K020072","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",5.0
2018.0,"南山区","1840dcf2-8e5e-448d-b5d3-da6b6ce62b18",1.0,1.0,"11440305689400206K020073","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",5.0
2018.0,"南山区","b72b25a3-5b14-46bd-ae24-88f508398a1d",1.0,1.0,"114403050075449597020038","对劳动者依法解除或者终止劳动合同，用人单位扣押劳动者档案或其他物品的处罚",5.0
2018.0,"南山区","3bd3d661-73d7-46e2-a956-11c7d896b0c9",1.0,1.0,"11440305MB2D29706W020034","对未经批准，擅自从事网络出版服务，或者擅自上网出版网络游戏（含境外著作权人授权的网络游戏）行为的处罚",5.0
2018.0,"南山区","81f71f85-be6f-4e2f-a3be-1ef8fafda85c",1.0,1.0,"11440305MB2D29706W020121","对擅自从事互联网视听节目服务行为的处罚",5.0
2018.0,"市级","4aa4f2a4-4ff1-46e3-9e63-a04d26fdcfe6",15.0,1.0,"11440300007541539G020054","对供应商在政府采购活动中违法行为的处罚",1.0
2018.0,"市级","f4f4d95e-0605-4255-ac98-3267f465b6d5",5.0,1.0,"11440300693981103B020002","对投标人相互串通，与招标人串通投标，向招标人或者评标委员会成员行贿谋取中标的处罚",2.0
2018.0,"市级","253d17f0-42d4-4728-ba07-c7beda0d8a17",4.0,1.0,"1144030000754174XT020007","对律师私自接受委托、收取费用，接受委托人财物或者其他利益；接受委托后，无正当理由，拒绝辩护或者代理，不按时出庭参加诉讼或者仲裁；利用提供法律服务的便利牟取当事人争议的权益；泄露商业秘密或者个人隐私的行为的行政处罚。",3.0
2018.0,"市级","f15fabd4-537b-4b04-b0f5-d6e221bbce76",4.0,1.0,"11440300455766715H020012","对以欺诈、伪造证明材料或者其他手段为不符合条件的人员办理参保手续，或者补缴养老保险费的处罚",3.0
2018.0,"市级","56d28af8-a017-4b5b-8fa7-29010ac03b78",1.0,1.0,"11440300455766715H020009","对用人单位弄虚作假、为不符合参保条件的人员办理失业保险参保手续的处罚",5.0
2018.0,"市级","e9fd6f5c-b5fd-43e0-bd05-236739c5c1de",1.0,1.0,"11440300693981103B020087","使用非法改装车辆进行运输",5.0
2018.0,"市级","a01e5bcb-3547-486c-b741-af7752296b29",1.0,1.0,"11440300693981103B020146","对未依条例在交易中心进行招标的处罚",5.0
2018.0,"盐田区","245df4ed-c97a-4687-9103-752df1f7c6e9",2.0,1.0,"11440308007544377C020003","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",1.0
2018.0,"盐田区","bc8df5f8-00d3-44ea-8dd5-643971800b37",1.0,1.0,"114403085670868530020005","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",2.0
2019.0,"宝安区","601ff346-524e-44cb-ad65-e3d8195976bb",6.0,1.0,"11440306574755306X020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",1.0
2019.0,"福田区","a2d87f5a-c481-4c49-a7ae-2f0c144ad7c6",13.0,1.0,"11440304MB2D11725U020049","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",1.0
2019.0,"福田区","33899448-dfc3-4e24-9043-0a161160c85a",9.0,1.0,"114403045747534156020014","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0
2019.0,"福田区","51eeb45d-789a-4c5c-bf74-beba4f18b9f1",2.0,1.0,"114403045747534156020006","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",3.0
2019.0,"福田区","78fcef3b-62d6-4ca5-bc2d-06547adefa86",1.0,1.0,"114403045747534156020125","劳动者应当按照双方约定，办理工作交接。用人单位依照本法有关规定应当向劳动者支付经济补偿的，在办结工作交接时支付。",4.0
2019.0,"福田区","813095ea-232a-435e-a585-f0e0d8914a79",1.0,1.0,"114403045747534156020022","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",4.0
2019.0,"福田区","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",1.0,1.0,"11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",4.0
2019.0,"龙岗区","d4f3b2d7-2908-4aaf-9118-a2827358cc52",2.0,1.0,"11440300MB2C93125R020127","对建设项目环境影响评价文件未报生态环境主管部门审查或经审查后未予批准，擅自开工建设的处罚",1.0
2019.0,"龙岗区","b8f05563-b2f0-458d-81fd-b160436828b7",1.0,1.0,"1144030700755150X8020005","对供应商在政府采购活动中违法行为的处罚",2.0
2019.0,"龙岗区","bda2dfca-ac8d-4ec0-a194-c1c1327e3cbc",1.0,1.0,"114403070075517020020077","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0
2019.0,"龙岗区","1a14c91e-4c2a-4937-abef-95bebf4633b3",1.0,1.0,"11440307MB2D2805X7020448","对在河道管理范围内倾倒、排放泥浆、粪渣等污染水体物质的行为处罚。",2.0
2019.0,"龙华区","31a82bb2-aebe-438a-a9a2-c9ba846ec875",5.0,1.0,"114403000539605231020129","对建设单位或者业主大会、业主委员会擅自采用协议方式选聘物业服务企业的处罚",1.0
2019.0,"龙华区","cd1d7fe8-9fb1-4397-88ed-fd25f8bcd84c",2.0,1.0,"114403000539605231020295","对擅自改变物业管理区域内按照规划建设的公共建筑和共用设施用途；擅自占用、挖掘物业管理区域内道路、场地，损害业主共同利益；擅自利用物业共用部位、共用设施设备进行经营；破坏或者擅自改变房屋外观；违法搭建建筑物、构筑物",2.0
2019.0,"龙华区","334f528f-20a2-4e29-94c4-96c8c7b746eb",1.0,1.0,"11440300058963010Y020012","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",3.0
2019.0,"罗湖区","18706d09-ec2e-4775-8692-0edb7021f0c5",11.0,1.0,"114403035731270177020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",1.0
2019.0,"罗湖区","df1b3100-d0fd-4f24-bd4e-ed369231fd89",3.0,1.0,"114403035731270177020089","对用人单位使用童工的处罚",2.0
2019.0,"罗湖区","9d5f0427-ea38-499d-9bd2-2686b85ef70e",3.0,1.0,"114403035731270177020057","对用人单位有下列行为之一的处罚：（一）无理抗拒、阻挠实施劳动保障监察的；（二）不按照报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；（三）经责令改正拒不改正，或拒不履行行政处理决定的；（四）打击报复投诉人的",2.0
2019.0,"罗湖区","809e175d-1bdf-4284-b796-c3c6a7e3c4e4",3.0,1.0,"114403035731270177020062","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",2.0
2019.0,"罗湖区","ff377969-7ccc-4a25-887a-67751b0e0f66",1.0,1.0,"11440300695587927L020179","对未取得导游证从事导游活动的行政处罚",5.0
2019.0,"罗湖区","c838e0b5-f3eb-4b4c-9045-bbb35a042a09",1.0,1.0,"114403035731270177020048","对无营业执照、被依法吊销营业执照的单位以及未依法登记、备案的单位使用童工的处罚",5.0
2019.0,"罗湖区","c89aa63f-c72a-40fa-929d-797c952ff212",1.0,1.0,,,5.0
2019.0,"罗湖区","edaa2802-3a27-4ca8-aaf8-75712d3d6094",1.0,1.0,,,5.0
2019.0,"南山区","075741dc-4464-4a00-b577-a2ba789fdf7a",20.0,1.0,"114403050075449597020099","用人单位克扣员工工资",1.0
2019.0,"南山区","939f0297-df73-4beb-a1c3-57a3ce0cd3f7",2.0,1.0,"114403050075449597020022","对用人单位有下列行为之一的处罚：（一）无理抗拒、阻挠实施劳动保障监察的；（二）不按照报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；（三）经责令改正拒不改正，或拒不履行行政处理决定的；（四）打击报复投诉人的",2.0
2019.0,"南山区","1840dcf2-8e5e-448d-b5d3-da6b6ce62b18",2.0,1.0,"11440305689400206K020073","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",2.0
2019.0,"南山区","ceb9af97-bf47-45bd-9de7-ea4314372364",1.0,1.0,"114403050075449597020026","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",4.0
2019.0,"南山区","3bd3d661-73d7-46e2-a956-11c7d896b0c9",1.0,1.0,"11440305MB2D29706W020034","对未经批准，擅自从事网络出版服务，或者擅自上网出版网络游戏（含境外著作权人授权的网络游戏）行为的处罚",4.0
2019.0,"南山区","1e993acf-70aa-4c30-997e-4bf557c3c20e",1.0,1.0,"11440300695587927L020589","对未经批准，擅自从事网络出版服务，或者擅自上网出版网络游戏(含境外著作权人授权的网络游戏)的行政处罚",4.0
2019.0,"坪山区","313d2168-ed00-40cd-b53c-cbfa4f4256dd",1.0,1.0,"114403006939536635020118","对物业服务企业未按期公布物业专项维修资金收支情况的处罚",1.0
2019.0,"市级","b69242d1-5300-4f73-9779-6c07c31bd633",2.0,1.0,"11440300693981103B020064","未取得车辆检测合格证明的非法改装车辆进行运输余泥渣土",1.0
2019.0,"市级","253d17f0-42d4-4728-ba07-c7beda0d8a17",2.0,1.0,"1144030000754174XT020007","对律师私自接受委托、收取费用，接受委托人财物或者其他利益；接受委托后，无正当理由，拒绝辩护或者代理，不按时出庭参加诉讼或者仲裁；利用提供法律服务的便利牟取当事人争议的权益；泄露商业秘密或者个人隐私的行为的行政处罚。",1.0
2019.0,"市级","f15fabd4-537b-4b04-b0f5-d6e221bbce76",2.0,1.0,"11440300455766715H020012","对以欺诈、伪造证明材料或者其他手段为不符合条件的人员办理参保手续，或者补缴养老保险费的处罚",1.0
2019.0,"市级","f025bbe3-51d2-45e8-9bf2-b5c8931c6c31",1.0,1.0,"11440300693981103B020052","未将事故隐患排查治理情况如实记录",4.0
2019.0,"市级","4aa4f2a4-4ff1-46e3-9e63-a04d26fdcfe6",1.0,1.0,"11440300007541539G020054","对供应商在政府采购活动中违法行为的处罚",4.0
2019.0,"市级","9e7e213d-4d88-4a83-8fbc-7f36133ae78a",1.0,1.0,"11440300MB2C94128A020266","对未取得驯养繁殖许可证的处罚",4.0
2019.0,"市级","56d28af8-a017-4b5b-8fa7-29010ac03b78",1.0,1.0,"11440300455766715H020009","对用人单位弄虚作假、为不符合参保条件的人员办理失业保险参保手续的处罚",4.0
2019.0,"盐田区","f9510fcd-d7d1-433c-867a-bd036e5a0eec",1.0,1.0,"11440308007544377C020030","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",1.0
2019.0,"盐田区","245df4ed-c97a-4687-9103-752df1f7c6e9",1.0,1.0,"11440308007544377C020003","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",1.0
2019.0,"盐田区","05a97618-0b7e-4fbb-9676-9c2ca60db511",1.0,1.0,"11440308007544377C020034","对用人单位有下列行为之一的处罚：（一）无理抗拒、阻挠实施劳动保障监察的；（二）不按照报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；（三）经责令改正拒不改正，或拒不履行行政处理决定的；（四）打击报复投诉人的",1.0
2019.0,"盐田区","bc8df5f8-00d3-44ea-8dd5-643971800b37",1.0,1.0,"114403085670868530020005","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",1.0
