"YEAR","PUNISH_HANGYE","POWER_ID","POWER_COUNT","POWER_CODE","POWER_NAME","RANK_COUNT","POWER_COUNT (#1)","RANK_COUNT (#1)","COUNTIN","IS_IN"
2018.0,"住建","aa4738fa-1b8f-4987-b4e4-dad4db51ecf5",1.0,"1144030600755054XN020098","对建设单位或者业主大会、业主委员会擅自采用协议方式选聘物业服务企业的处罚",3.0,,,,0
2018.0,"住建","2bb6d6db-1d69-4b34-8880-a8ece591335a",1.0,"114403000539605231020202","对未经业主大会同意，物业服务企业擅自改变物业管理用房的用途的行政处罚",3.0,,,,0
2018.0,"住建","77e43ea5-7366-40ae-8118-68e14f091233",1.0,"114403030075418892020001","对未取得施工许可证或者为规避办理施工许可证将工程项目分解后擅自施工的行政处罚",3.0,,,,0
2018.0,"住建","8e040766-a4c6-40ba-b8dc-a884e164839d",1.0,"114403030075418892020124","对建设单位未取得施工许可证或开工报告未经批准擅自施工或为规避办理施工许可证，将工程项目分解后擅自施工的行政处罚",3.0,,,,0
2018.0,"住建","e9fd6f5c-b5fd-43e0-bd05-236739c5c1de",1.0,"11440300693981103B020087","使用非法改装车辆进行运输",3.0,,,,0
2018.0,"住建","87c4c24e-60ba-4af3-9d36-bf2097140e1c",1.0,"114403030075418892020008","对住宅物业的建设单位未通过招投标的方式选聘物业服务企业或者未经批准，擅自采用协议方式选聘物业服务企业的行政处罚",3.0,,,,0
2018.0,"住建","1e8ce4d0-1c8f-44b2-86e0-8f4681aaed6c",1.0,"114403030075418892020137","对施工单位未取得施工许可证擅自施工；恶意拖欠分包企业工程款或劳务人员工资；按国家法律、法规和标准规定需要持证上岗的现场管理人员和技术工种作业人员未取得证书上岗的行政处罚",3.0,,,,0
2019.0,"规自","bc8df5f8-00d3-44ea-8dd5-643971800b37",1.0,"114403085670868530020005","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",3.0,,,,0
2019.0,"水务","1a14c91e-4c2a-4937-abef-95bebf4633b3",1.0,"11440307MB2D2805X7020448","对在河道管理范围内倾倒、排放泥浆、粪渣等污染水体物质的行为处罚。",1.0,,,,0
2019.0,"文体","edaa2802-3a27-4ca8-aaf8-75712d3d6094",1.0,,,1.0,,,,0
2019.0,"文体","3bd3d661-73d7-46e2-a956-11c7d896b0c9",1.0,"11440305MB2D29706W020034","对未经批准，擅自从事网络出版服务，或者擅自上网出版网络游戏（含境外著作权人授权的网络游戏）行为的处罚",1.0,,,,0
2019.0,"文体","c89aa63f-c72a-40fa-929d-797c952ff212",1.0,,,1.0,,,,0
2019.0,"文体","ff377969-7ccc-4a25-887a-67751b0e0f66",1.0,"11440300695587927L020179","对未取得导游证从事导游活动的行政处罚",1.0,,,,0
2019.0,"文体","1e993acf-70aa-4c30-997e-4bf557c3c20e",1.0,"11440300695587927L020589","对未经批准，擅自从事网络出版服务，或者擅自上网出版网络游戏(含境外著作权人授权的网络游戏)的行政处罚",1.0,,,,0
2019.0,"住建","b69242d1-5300-4f73-9779-6c07c31bd633",2.0,"11440300693981103B020064","未取得车辆检测合格证明的非法改装车辆进行运输余泥渣土",2.0,,,,0
2019.0,"住建","cd1d7fe8-9fb1-4397-88ed-fd25f8bcd84c",2.0,"114403000539605231020295","对擅自改变物业管理区域内按照规划建设的公共建筑和共用设施用途；擅自占用、挖掘物业管理区域内道路、场地，损害业主共同利益；擅自利用物业共用部位、共用设施设备进行经营；破坏或者擅自改变房屋外观；违法搭建建筑物、构筑物",2.0,,,,0
2019.0,"住建","313d2168-ed00-40cd-b53c-cbfa4f4256dd",1.0,"114403006939536635020118","对物业服务企业未按期公布物业专项维修资金收支情况的处罚",4.0,,,,0
