"YEAR","PUNISH_QUYU","POWER_ID","POWER_COUNT","POWER_CODE","POWER_NAME","RANK_COUNT","COUNTIN"
2017.0,"南山区","ed724f04-a0ed-48f1-b50f-387ed9bbffe8",5.0,"11440305MB2D27962K020381","对在河道管理范围内倾倒、排放泥浆、粪渣等污染水体的物质的处罚",2.0,1.0
2017.0,"南山区","afc38c9c-7d2a-4ef1-b401-b1f0b554a356",2.0,"11440300007541512Q020015","对排水户未取得污水排入排水管网许可证向城镇排水设施排放污水；不按污水排入排水管网许可证的要求排放污水的行政处罚",3.0,1.0
2017.0,"南山区","ceb9af97-bf47-45bd-9de7-ea4314372364",2.0,"114403050075449597020026","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",3.0,1.0
2017.0,"南山区","d9d8fd59-9193-4f23-b4ce-d53fe9352870",1.0,"11440305007542160G020324","建设单位在领取施工许可证或者开工报告前，应当按照国家有关规定办理工程质量监督手续",5.0,1.0
2017.0,"南山区","d7ed60bb-740b-4a6a-add5-ec3f6c6e6922",1.0,"11440300007541512Q020018","对城镇排水与污水处理设施覆盖范围内的综合未按国家规定将污水排入城镇排水设施；在雨水、污水分流地区将污水排入雨水管网的行政处罚",5.0,1.0
2017.0,"南山区","10654a1e-0733-46a7-9bbf-2b696bc228c4",1.0,"11440305007542160G020323","未办理施工许可证的工程，施工单位不得进场施工。",5.0,1.0
2017.0,"南山区","86269ee3-cde9-48de-a075-eefa70aaddd7",1.0,"11440305007542160G020236","对建设单位未取得施工许可证或开工报告未经批准擅自施工或为规避办理施工许可证，将工程项目分解后擅自施工的行政处罚",5.0,1.0
2017.0,"坪山区","66c9025d-48ec-43c3-a9bb-712e39fe53b0",3.0,"11440310MB2D2979XL020139","对在城镇排水与污水处理设施覆盖范围内，未按国家规定将污水排入城镇排水设施，或在雨水、污水分流地区将污水排入雨水管网的行政处罚",1.0,1.0
2017.0,"坪山区","425e2ca6-68b5-4530-a9db-fb5ff67242ad",2.0,"11440310MB2D2979XL020462","对在河道管理范围内倾倒、排放泥浆、粪渣等污染水体物质的处罚",2.0,1.0
2017.0,"坪山区","907eab43-119d-4f68-a9c3-b354d44d84f1",1.0,"11440310MB2D2979XL020463","将油污、施工泥浆等直接排入排水设施的处罚",3.0,1.0
2017.0,"坪山区","d64110aa-56a3-42dc-aa26-20ce505e8ddc",1.0,"11440310MB2D2979XL020465","对从事毁林开荒和其他破坏水土资源的行为的行政处罚",3.0,1.0
2017.0,"市级","15fa9087-e93e-4a65-af1c-b8b3bce0a5d2",38.0,"11440300693981103B020055","对检查发现的安全事故隐患未立即处理或及时报告",1.0,1.0
2017.0,"市级","f025bbe3-51d2-45e8-9bf2-b5c8931c6c31",20.0,"11440300693981103B020052","未将事故隐患排查治理情况如实记录",2.0,1.0
2017.0,"市级","2a032ff9-6e2d-4ab2-a838-fa75295de539",14.0,"11440300693981103B020058","未取得施工许可证擅自施工",3.0,1.0
2017.0,"市级","8a0b373e-7df9-45d9-a944-4bfe279d87e2",14.0,"11440300MB2C94128A020202","对违反捕捞许可证关于场所的规定进行捕捞的处罚",3.0,1.0
2017.0,"市级","76af49a4-19a0-4e89-8dd1-0fb9a51208d7",13.0,"11440300MB2C94128A020346","对未经批准或者不按批准的范围、方式开采海砂的处罚",5.0,1.0
2017.0,"市级","ef5d69c3-3ff4-4a5f-83ef-da5ac6a8cc0d",12.0,"11440300693981103B020068","劳动防护用品抽检不合格",6.0,1.0
2017.0,"市级","b0e0ae99-791d-415c-aae5-4308340bb153",12.0,"11440300693981103B020083","未取得施工许可证擅自施工",6.0,1.0
2017.0,"市级","e73d6741-1c62-4dbd-9075-e4170aa9bf6d",12.0,"11440300693981103B020086","未取得施工许可证擅自施工",6.0,1.0
2017.0,"市级","e976b4d9-3ed2-4739-8882-c45fbb9691bb",7.0,"11440300693981103B020123","建筑起重机械未采取相应的安全防护措施",9.0,1.0
2017.0,"市级","b1bd383a-d614-4d96-86a1-0149727966ed",7.0,"11440300693981103B020053","未采取有效防尘降尘措施",9.0,1.0
2018.0,"宝安区","112201f7-5fad-48dd-b32a-4e9a93117434",46.0,"11440300695587927L020062","对未建立场内巡查制度，或者发现上网消费者的违法行为未予制止并向文化行政部门、公安机关举报的行政处罚",1.0,1.0
2018.0,"宝安区","8eb7f54c-eb98-40fb-a152-d6f900347b66",36.0,"11440300695587927L020070","对未悬挂《网络文化经营许可证》或者未成年人禁入标志的刑事处罚",2.0,1.0
2018.0,"宝安区","2322b0df-923e-4e2b-94e7-36f4c12c2185",34.0,"11440300695587927L020494","对没有建立承印验证制度、承印登记制度、印刷品保管制度、印刷品交付制度、印刷活动残次品销毁制度等的行政处罚",3.0,1.0
2018.0,"宝安区","45d6af81-30eb-4bcf-860c-ccc755731d4d",28.0,"114403060075432358020143","对娱乐场所未按照规定建立从业人员名簿、营业日志，或者发现违法犯罪行为未按规定报告的行为的处罚",4.0,1.0
2018.0,"宝安区","fb47117e-be08-4b91-a366-37000a3bffd1",13.0,"11440300695587927L020079","对未在显著位置悬挂娱乐经营许可证、未成年人禁入或者限入标志的行政处罚",5.0,1.0
2018.0,"宝安区","d7ed60bb-740b-4a6a-add5-ec3f6c6e6922",12.0,"11440300007541512Q020018","对城镇排水与污水处理设施覆盖范围内的综合未按国家规定将污水排入城镇排水设施；在雨水、污水分流地区将污水排入雨水管网的行政处罚",6.0,1.0
2018.0,"宝安区","5efc66f5-ffe5-4957-8a08-dae3918c0d57",7.0,"1144030600755054XN020137","对施工单位未经监理工程师检查签字认可即进入下一道工序施工",7.0,1.0
2018.0,"宝安区","a9844dae-0548-4ab5-9abf-9650c26eba47",7.0,"1144030600755054XN020134","对施工单位隐瞒有关真实情况或者提供虚假材料申请建筑业企业施工单位资质的行政处罚",7.0,1.0
2018.0,"宝安区","b54905fc-f98b-4b07-bf53-320e394ba466",7.0,"11440300695587927L020072","对歌舞娱乐场所播放的曲目、屏幕画面或者游艺娱乐场所电子游戏机内的游戏项目含有本条例第十三条禁止内容的行政处罚",7.0,1.0
2018.0,"宝安区","60819f4f-7adc-4f0f-839c-ebb667605cdc",5.0,"1144030600755054XN020139","未经监理工程签字就进入下一道工序施工",10.0,1.0
2018.0,"大鹏新区","648a56e7-885f-46de-803b-8cdcf3d28225",15.0,"11440300007541512Q020011","对在城镇排水与污水处理设施覆盖范围内，未按国家规定将污水排入城镇排水设施，或在雨水、污水分流地区将污水排入雨水管网的行政处罚",1.0,1.0
2018.0,"大鹏新区","c399a787-6a3e-472b-8869-5816ba3b7a90",6.0,"11440300051516031D020382","对施工单位在施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施；建筑土方、工程渣土、建筑垃圾未及时清运，或者未采用密闭式防尘网遮盖的行政处罚",2.0,1.0
2018.0,"大鹏新区","2c0c345f-35ed-45f8-90b2-6874035a2551",3.0,"11440300051516031D020279","对建设单位未对暂时不能开工的建设用地的裸露地面进行覆盖，或者未对超过三个月不能开工的建设用地的裸露地面进行绿化、铺装或者遮盖的行政处罚",3.0,1.0
2018.0,"大鹏新区","682cbdbe-3fe2-4601-9ba5-4e1fb9e9191d",3.0,"11440300MB2D06045Q020389","对损害排水设施的行为的处罚",3.0,1.0
2018.0,"大鹏新区","5df0da17-1f3e-46ce-8ba5-e18ea446f7bd",2.0,"11440300051516031D020393","对建设单位未取得施工许可证或开工报告未经批准擅自施工或为规避办理施工许可证，将工程项目分解后擅自施工的行政处罚",5.0,1.0
2018.0,"大鹏新区","24c118ca-32b8-4d09-b676-eb0d2c32b931",2.0,"11440300MB2C93125R020121","对排污者未按照排污许可证的规定排放污染物的处罚",5.0,1.0
2018.0,"大鹏新区","d8e7ee49-5d36-4471-b98e-a913383f3819",2.0,"11440300052799993U020074","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",5.0,1.0
2018.0,"大鹏新区","e2447c81-c9d3-4515-aba1-1ed0ae85e371",2.0,"11440300051516031D020387","施工单位未对建筑材料、建筑构配件、设备和商品混凝土进行检验；未对涉及结构安全的试块、试件以及有关材料取样检测；明示或暗示检测机构出具虚假检测报告，篡改或伪造检测报告的；弄虚作假送检试样的行政处罚",5.0,1.0
2018.0,"大鹏新区","ef35af48-60e0-49f9-b8f9-b68774380cf1",1.0,"11440300MB2D06045Q020307","对未经批准擅自取水行为的处罚",9.0,1.0
2018.0,"大鹏新区","d162ba46-05bd-44ca-89af-e3ac5166c08f",1.0,"11440300MB2D06045Q020020","对依法应当编制水土保持方案的生产建设项目，未编制水土保持方案或者编制的水土保持方案未经批准而开工建设行为的处罚",9.0,1.0
2018.0,"大鹏新区","d4f3b2d7-2908-4aaf-9118-a2827358cc52",1.0,"11440300MB2C93125R020127","对建设项目环境影响评价文件未报生态环境主管部门审查或经审查后未予批准，擅自开工建设的处罚",9.0,1.0
2018.0,"大鹏新区","10377dce-a990-4bdd-8ec6-338ef2f31275",1.0,"11440300007541512Q020310","对在城市供水工程地面或地下安全保护范围内挖坑取土、修筑建筑物或构筑物、堆放物品或从事其他危害供水设施安全活动的处罚",9.0,1.0
2018.0,"大鹏新区","31affe46-2404-4c49-bd11-493e054184ff",1.0,"11440300MB2D06045Q020390","对在河道管理范围内，倾倒、排放泥浆、粪渣等污染水体的物质行为的处罚",9.0,1.0
2018.0,"大鹏新区","6689905a-a76d-41ed-ba32-13f59436eb72",1.0,"11440300007541512Q020286","对在河道管理范围内建设妨碍行洪的建筑物构筑物或者从事影响河势稳定、危害河岸堤防安全和其他妨碍河道行洪活动的处罚（包括倾倒垃圾、渣土影响河势稳定、危害河岸堤防安全和其他妨碍河道行洪的活动）",9.0,1.0
2018.0,"大鹏新区","b430b158-72bb-4687-8d3d-077874356249",1.0,"11440300MB2C93125R020075","对未经批准擅自拆除、闲置环境保护设施的处罚",9.0,1.0
2018.0,"大鹏新区","a2a3b8ea-5bea-49de-b8e3-2c77127805a0",1.0,"11440300052799993U020076","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",9.0,1.0
2018.0,"大鹏新区","11ca8523-b0f6-421c-838f-e3016d3e0f97",1.0,"1144030005154282XT020001","农业和渔业执法",9.0,1.0
2018.0,"大鹏新区","4b98553f-eb40-4afe-8734-4b7ad475ca09",1.0,"11440300007541512Q020189","对擅自向排水设施排水，未按照排水许可证要求排水，不具备排水条件而强行向道路、公共绿地和其他公共场所排水的处罚",9.0,1.0
2018.0,"大鹏新区","f9894452-1cb3-4005-8ba8-2570349ffb6a",1.0,"11440300MB2D06045Q020113","对水土保持方案未经审批擅自开工建设或者进行施工准备行为的处罚",9.0,1.0
2018.0,"大鹏新区","8da63347-3fdd-46eb-b8f0-bb041160f4fa",1.0,"11440300052763827Q020056","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",9.0,1.0
2018.0,"大鹏新区","09b1993c-78dc-4f9b-9743-be870ef4c74f",1.0,"11440300051516031D020383","对施工单位的主要负责人、项目负责人违反规定未履行安全生产管理职责的行政处罚",9.0,1.0
2018.0,"大鹏新区","3eb8a8a5-cf74-4385-a5ec-18ed0f847fa5",1.0,"11440300007541512Q020023","对城市自来水供水企业、自建设施对外供水的企业在规定的城市公共供水管道及其附属设施的安全保护范围内进行危害供水设施安全活动的行政处罚",9.0,1.0
2018.0,"大鹏新区","3fc26c30-ad3e-4a58-8f85-8594b9c4a0ea",1.0,"11440300MB2C93125R020128","对建设单位未按照建设项目环境影响报告书、报告表、审批部门审批决定的要求配套建设环境保护设施的处罚",9.0,1.0
2018.0,"大鹏新区","8a7d8ee3-d0fa-4318-bd7c-37bffa97f120",1.0,"11440300051516031D020033","对建设单位、使用单位未领取建设工程施工许可证擅自开工，建设地下工程；未按规定审查设计文件，擅自施工；不按工程设计图纸进行施工；在使用或装饰装修中，擅自改变地下工程结构设计；地下工程的专用设备、器材的定型、生产未执行国家统一标准的行政处罚",9.0,1.0
2018.0,"大鹏新区","4aa51177-dc07-4946-bbf6-5c4cbcd26047",1.0,"11440300052799993U020075","对用人单位违反规定，以担保或者其他名义向劳动者收取财物的处罚",9.0,1.0
2018.0,"大鹏新区","caa8a75f-0c32-4911-9ba3-3910d180cbcf",1.0,"11440300MB2D06045Q020345","对在河道管理范围内建设妨碍行洪的建筑物构筑物或者从事影响河势稳定、危害河岸堤防安全和其他妨碍河道行洪活动的处罚（包括倾倒垃圾、渣土影响河势稳定、危害河岸堤防安全和其他妨碍河道行洪的活动）",9.0,1.0
2018.0,"大鹏新区","e9e8c8f1-a381-4fdb-8363-f806795c6862",1.0,"11440300052799993U020073","对用人单位使用童工的处罚",9.0,1.0
2018.0,"福田区","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",30.0,"11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",1.0,1.0
2018.0,"福田区","a2d87f5a-c481-4c49-a7ae-2f0c144ad7c6",18.0,"11440304MB2D11725U020049","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",2.0,1.0
2018.0,"福田区","112201f7-5fad-48dd-b32a-4e9a93117434",10.0,"11440300695587927L020062","对未建立场内巡查制度，或者发现上网消费者的违法行为未予制止并向文化行政部门、公安机关举报的行政处罚",3.0,1.0
2018.0,"福田区","33899448-dfc3-4e24-9043-0a161160c85a",7.0,"114403045747534156020014","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",4.0,1.0
2018.0,"福田区","51eeb45d-789a-4c5c-bf74-beba4f18b9f1",7.0,"114403045747534156020006","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",4.0,1.0
2018.0,"福田区","80ead9ab-1f50-4a00-98b3-8562144af488",6.0,"11440300695587927L020049","对擅自从事娱乐场所经营活动的行政处罚",6.0,1.0
