"YEAR","PUNISH_HANGYE","POWER_ID","POWER_COUNT","PUNISH_QUYU","POWER_CODE","POWER_NAME","RANK_COUNT","COUNTIN"
2017.0,"民政","6eb21197-664e-42ec-8192-ce916a0df814",1.0,"市级","11440300007542195T020006","不依法办理变更登记的；未经登记设立分支机构、代表机构的；拒不接受或者不按照规定接受监督检查的；违反《广东省行业协会条例》其他行为的",1.0,1.0
2017.0,"民政","13ed88db-c3bd-4c73-aa68-1d4f0afef6f8",1.0,"市级","11440300007542195T020011","未按照章程规定的宗旨和业务范围进行活动的；对分支机构、代表机构疏于管理，造成严重后果的；提供虚假或者隐瞒重要事实的财务预算、决算报告的；违法或者违反章程规定收取会费、取得其他收入或者使用资助、捐赠的；有《广东省行业协会条例》第二十八条规定情形的",1.0,1.0
2017.0,"人社","51eeb45d-789a-4c5c-bf74-beba4f18b9f1",1.0,"福田区","114403045747534156020006","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",1.0,1.0
2017.0,"人社","1eb4b211-c2a3-4481-ab6b-dbb300e5f5a9",1.0,"光明区","11440300MB2D28690E020003","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",1.0,1.0
2017.0,"人社","5776f472-deaf-4860-9b9d-abd1d3543944",1.0,"光明区","11440300MB2D28690E020002","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",1.0,1.0
2017.0,"人社","18706d09-ec2e-4775-8692-0edb7021f0c5",11.0,"罗湖区","114403035731270177020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",1.0,1.0
2017.0,"人社","809e175d-1bdf-4284-b796-c3c6a7e3c4e4",1.0,"罗湖区","114403035731270177020062","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",2.0,1.0
2017.0,"人社","9d5f0427-ea38-499d-9bd2-2686b85ef70e",1.0,"罗湖区","114403035731270177020057","对用人单位有下列行为之一的处罚：（一）无理抗拒、阻挠实施劳动保障监察的；（二）不按照报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；（三）经责令改正拒不改正，或拒不履行行政处理决定的；（四）打击报复投诉人的",2.0,1.0
2017.0,"人社","075741dc-4464-4a00-b577-a2ba789fdf7a",6.0,"南山区","114403050075449597020099","用人单位克扣员工工资",1.0,1.0
2017.0,"人社","ceb9af97-bf47-45bd-9de7-ea4314372364",2.0,"南山区","114403050075449597020026","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0,1.0
2017.0,"生态","24c118ca-32b8-4d09-b676-eb0d2c32b931",1.0,"大鹏新区","11440300MB2C93125R020121","对排污者未按照排污许可证的规定排放污染物的处罚",1.0,1.0
2017.0,"生态","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",11.0,"福田区","11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",1.0,1.0
2017.0,"生态","57640b7d-0c4b-42e3-b1c2-cb1fc5c87bed",4.0,"福田区","11440300MB2C93125R020236","对向周围环境排放工业噪声超过规定排放标准或者技术规范限值的处罚",2.0,1.0
2017.0,"生态","3fc26c30-ad3e-4a58-8f85-8594b9c4a0ea",2.0,"福田区","11440300MB2C93125R020128","对建设单位未按照建设项目环境影响报告书、报告表、审批部门审批决定的要求配套建设环境保护设施的处罚",3.0,1.0
2017.0,"生态","a3c48395-161b-4237-bb75-6776f4c788f9",2.0,"福田区","11440300MB2C93125R020043","对建设单位未依法报批建设项目环境影响报告书、报告表或者未依法重新报批或者报请重新审核环境影响报告书、报告表而擅自开工建设的的处罚",3.0,1.0
2017.0,"生态","cd4adbe9-ec82-45ee-b217-9018dc8c7ad8",1.0,"福田区","11440300MB2C93125R020001","对排放油烟的餐饮服务业经营者未安装油烟净化设施、不正常使用油烟净化设施或未采取其他油烟净化措施，超标排放油烟的处罚",5.0,1.0
2017.0,"生态","cfb92fff-a686-4a00-b75b-6103b0d880b2",1.0,"福田区","11440300MB2C93125R020142","对工业企业未按规定对污染物的排放情况定期进行环境监测或者未向环保部门报告监测情况的处罚",5.0,1.0
2017.0,"生态","e12c9af7-1721-456a-ac3d-70241f25c862",1.0,"福田区","11440300MB2C93125R020211","对建设单位未依法备案建设项目环境影响登记表的处罚",5.0,1.0
2017.0,"生态","fcad60df-cad3-4675-b591-a20db4de1c19",1.0,"福田区","11440300MB2C93125R020048","对经营中的文化娱乐场所边界噪声超过国家规定的环境噪声排放标准或者在商业经营活动中使用空调器、冷却塔等可能产生环境噪声污染的设备、设施的经营管理者其边界噪声超过国家规定的环境噪声排放标准而造成环境噪声污染的处罚",5.0,1.0
2017.0,"生态","3fc26c30-ad3e-4a58-8f85-8594b9c4a0ea",1.0,"龙华区","11440300MB2C93125R020128","对建设单位未按照建设项目环境影响报告书、报告表、审批部门审批决定的要求配套建设环境保护设施的处罚",1.0,1.0
2017.0,"生态","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",1.0,"龙华区","11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",1.0,1.0
2017.0,"水务","ae26671c-1639-4843-b130-78795ca95864",2.0,"龙岗区","11440307MB2D2805X7020454","未取得水土保持方案许可擅自开工的行为处罚。",1.0,1.0
2017.0,"水务","dbc9c763-0790-4f7e-9dde-d203c3cf7ec1",1.0,"龙岗区","11440307MB2D2805X7020445","未取得排水许可证擅自向市政设施排水的行为处罚",2.0,1.0
2017.0,"水务","629d4ef4-3617-4e6e-be0e-a763b1ac0dff",1.0,"龙岗区","11440307MB2D2805X7020450","对在河道管理范围内，不得从事其他破坏河道水环境或者防洪安全的活动",2.0,1.0
2017.0,"水务","b0d5094b-3165-4a88-b314-d15470c49cb1",5.0,"龙华区","11440309MB2D27890L020247","未采取有效措施，造成水土流失",1.0,1.0
2017.0,"水务","06e4f8ef-ecca-4095-90d1-8c8455bfbea9",4.0,"龙华区","11440309MB2D27890L020243","未取得污水排入排水管网许可证向城镇排水设施排放污水",2.0,1.0
2017.0,"水务","c19d76eb-a60b-4166-99b8-0b01779d2610",2.0,"龙华区","11440309MB2D27890L020246","不具备排水条件，强行向道路、公共绿地和其他公共场所排水",3.0,1.0
2017.0,"水务","91e5736a-423c-4103-9567-9a42d5fe7b38",2.0,"龙华区","11440309MB2D27890L020244","未申报水土保持方案擅自动工",3.0,1.0
2017.0,"水务","b7567073-8db9-48c5-9b0a-513dc056496f",2.0,"龙华区","11440309MB2D27890L020242","未取得取水许可证，私采地下水",3.0,1.0
2017.0,"水务","58f8fd0c-4e2b-4ba4-ba89-e9bf9c5938c1",1.0,"龙华区","11440309MB2D27890L020064","对排水户未取得污水排入排水管网许可证向城镇排水设施排放污水；不按污水排入排水管网许可证的要求排放污水的行政处罚",6.0,1.0
2017.0,"水务","90ead521-6836-467c-9c22-7d5cf18e8434",1.0,"龙华区","11440309MB2D27890L020245","未落实水土保持措施",6.0,1.0
2017.0,"水务","4385b107-18c2-4e1b-848e-1613cf3616a7",2.0,"罗湖区","11440300007541512Q020007","对未按排水许可证的要求，向城镇排水设施排放污水的行政处罚",1.0,1.0
2017.0,"水务","9066c954-dc05-4b29-91b8-a935ae692ccd",2.0,"罗湖区","11440300007541512Q020469","对自建排水设施维护单位未加强红线范围内排水设施的日常维护管理，定期对相关的污水预处理设施进行清疏，并监督红线范围内排水单位和个人的管网接驳行为的处罚",1.0,1.0
2017.0,"水务","f865b371-3c8c-40a2-a705-f67c6577bbda",1.0,"罗湖区","11440303MB2D24091X020013","对擅自向排水设施排水，未按照排水许可证要求排水，不具备排水条件而强行向道路、公共绿地和其他公共场所排水的处罚",3.0,1.0
2017.0,"水务","4e2f3100-3d96-444b-a742-a838607abeda",1.0,"罗湖区","11440300007541512Q020471","对从事餐饮、美容美发、洗车、汽车修理、加油站等经营项目以及建设项目施工的排水单位和个人，未按照国家技术规范建设相应的隔油池、毛发收集池、沉砂池等污水预处理设施，并定期清疏，保障预处理设施正常运行的处罚",3.0,1.0
2017.0,"水务","ed724f04-a0ed-48f1-b50f-387ed9bbffe8",5.0,"南山区","11440305MB2D27962K020381","对在河道管理范围内倾倒、排放泥浆、粪渣等污染水体的物质的处罚",1.0,1.0
2017.0,"水务","afc38c9c-7d2a-4ef1-b401-b1f0b554a356",2.0,"南山区","11440300007541512Q020015","对排水户未取得污水排入排水管网许可证向城镇排水设施排放污水；不按污水排入排水管网许可证的要求排放污水的行政处罚",2.0,1.0
2017.0,"水务","d7ed60bb-740b-4a6a-add5-ec3f6c6e6922",1.0,"南山区","11440300007541512Q020018","对城镇排水与污水处理设施覆盖范围内的综合未按国家规定将污水排入城镇排水设施；在雨水、污水分流地区将污水排入雨水管网的行政处罚",3.0,1.0
2017.0,"水务","66c9025d-48ec-43c3-a9bb-712e39fe53b0",3.0,"坪山区","11440310MB2D2979XL020139","对在城镇排水与污水处理设施覆盖范围内，未按国家规定将污水排入城镇排水设施，或在雨水、污水分流地区将污水排入雨水管网的行政处罚",1.0,1.0
2017.0,"水务","425e2ca6-68b5-4530-a9db-fb5ff67242ad",2.0,"坪山区","11440310MB2D2979XL020462","对在河道管理范围内倾倒、排放泥浆、粪渣等污染水体物质的处罚",2.0,1.0
2017.0,"水务","d64110aa-56a3-42dc-aa26-20ce505e8ddc",1.0,"坪山区","11440310MB2D2979XL020465","对从事毁林开荒和其他破坏水土资源的行为的行政处罚",3.0,1.0
2017.0,"水务","907eab43-119d-4f68-a9c3-b354d44d84f1",1.0,"坪山区","11440310MB2D2979XL020463","将油污、施工泥浆等直接排入排水设施的处罚",3.0,1.0
2017.0,"司法","253d17f0-42d4-4728-ba07-c7beda0d8a17",1.0,"市级","1144030000754174XT020007","对律师私自接受委托、收取费用，接受委托人财物或者其他利益；接受委托后，无正当理由，拒绝辩护或者代理，不按时出庭参加诉讼或者仲裁；利用提供法律服务的便利牟取当事人争议的权益；泄露商业秘密或者个人隐私的行为的行政处罚。",1.0,1.0
2017.0,"文体","0448b0b6-a812-43eb-8e44-03d71e0d299d",1.0,"龙华区","11440309MB2D27241G020200","对违反《广播电视广告播出管理办法》第十五条、第十六条、第十七条的规定，以及违反《广播电视广告播出管理办法》第二十二条规定插播广告行为的处罚",1.0,1.0
2017.0,"文体","3b0984db-29c9-4d1e-934b-21671d0a8dfc",1.0,"市级","11440300695587927L020727","对旅行社向不合格的供应商订购产品和服务的行政处罚",1.0,1.0
2017.0,"文体","ba146b6a-9be8-4394-89f4-7e22ef6fb7ee",1.0,"市级","11440300695587927L020732","对未经许可经营旅行社业务的行政处罚",1.0,1.0
2017.0,"住建","bddeb64d-7d24-4333-8e5c-d7be52b3006b",6.0,"宝安区","1144030600755054XN020007","对建设单位未取得施工许可证或开工报告未经批准擅自施工或为规避办理施工许可证，将工程项目分解后擅自施工的行政处罚",1.0,1.0
2017.0,"住建","d62d2538-5ee1-4529-b419-aee96371e531",6.0,"宝安区","1144030600755054XN020050","对施工单位在施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施；建筑土方、工程渣土、建筑垃圾未及时清运，或者未采用密闭式防尘网遮盖的行政处罚",1.0,1.0
2017.0,"住建","da92c7f2-e638-4537-93e3-3002f5ac0fc0",4.0,"宝安区","1144030600755054XN020135","对施工单位未按照施工图中的建筑节能设计要求和建筑节能施工施工规范进行施工",3.0,1.0
2017.0,"住建","a9844dae-0548-4ab5-9abf-9650c26eba47",2.0,"宝安区","1144030600755054XN020134","对施工单位隐瞒有关真实情况或者提供虚假材料申请建筑业企业施工单位资质的行政处罚",4.0,1.0
2017.0,"住建","5efc66f5-ffe5-4957-8a08-dae3918c0d57",2.0,"宝安区","1144030600755054XN020137","对施工单位未经监理工程师检查签字认可即进入下一道工序施工",4.0,1.0
2017.0,"住建","ecbdb76d-1118-4ab5-b774-bfd90f5a4a0d",1.0,"宝安区","1144030600755054XN020250","对施工单位的主要负责人、项目负责人违反规定未履行安全生产管理职责的行政处罚",6.0,1.0
2017.0,"住建","2954b7b9-a540-453b-b707-5c311507e7e9",1.0,"宝安区","1144030600755054XN020136","注册监理工程师未履行义务",6.0,1.0
2017.0,"住建","e68caf21-5d6d-48bd-9ebb-377514d9f81c",1.0,"宝安区","1144030600755054XN020138","对施工单位未取得施工许可证擅自施工；恶意拖欠分包企业工程款或劳务人员工资；按国家法律、法规和标准规定需要持证上岗的现场管理人员和技术工种作业人员未取得证书上岗的行政处罚",6.0,1.0
2017.0,"住建","e2447c81-c9d3-4515-aba1-1ed0ae85e371",1.0,"大鹏新区","11440300051516031D020387","施工单位未对建筑材料、建筑构配件、设备和商品混凝土进行检验；未对涉及结构安全的试块、试件以及有关材料取样检测；明示或暗示检测机构出具虚假检测报告，篡改或伪造检测报告的；弄虚作假送检试样的行政处罚",1.0,1.0
2017.0,"住建","9fad6652-223f-49f9-ac1a-6decd038ea35",1.0,"光明区","11440300693991870Q020431","对施工单位未向施工现场管理人员和作业人员进行方案交底和安全技术交底；项目专职安全生产管理人员未对专项施工方案实施情况进行现场监督的行政处罚",1.0,1.0
2017.0,"住建","5bc11b15-c568-43ea-88e3-20040e28af39",8.0,"龙岗区","1144030700755177XT020234","对施工单位在施工中偷工减料，使用不合格的建筑材料、建筑构配件和设备，或有其他不按照工程设计图纸或施工技术标准、民用建筑节能强制性标准施工的行政处罚",1.0,1.0
2017.0,"住建","9d0b42bd-988d-4eef-b063-d1bf19b0b0ba",1.0,"龙岗区","1144030700755177XT020275","对施工生产经营单位未依规定制定生产安全事故应急救援预案或未定期组织演练；特种作业人员未按照规定经专门的安全作业培训并取得相应资格，上岗作业的行政处罚",2.0,1.0
2017.0,"住建","86269ee3-cde9-48de-a075-eefa70aaddd7",1.0,"南山区","11440305007542160G020236","对建设单位未取得施工许可证或开工报告未经批准擅自施工或为规避办理施工许可证，将工程项目分解后擅自施工的行政处罚",1.0,1.0
2017.0,"住建","10654a1e-0733-46a7-9bbf-2b696bc228c4",1.0,"南山区","11440305007542160G020323","未办理施工许可证的工程，施工单位不得进场施工。",1.0,1.0
2017.0,"住建","d9d8fd59-9193-4f23-b4ce-d53fe9352870",1.0,"南山区","11440305007542160G020324","建设单位在领取施工许可证或者开工报告前，应当按照国家有关规定办理工程质量监督手续",1.0,1.0
2017.0,"住建","15fa9087-e93e-4a65-af1c-b8b3bce0a5d2",38.0,"市级","11440300693981103B020055","对检查发现的安全事故隐患未立即处理或及时报告",1.0,1.0
2017.0,"住建","f025bbe3-51d2-45e8-9bf2-b5c8931c6c31",20.0,"市级","11440300693981103B020052","未将事故隐患排查治理情况如实记录",2.0,1.0
2017.0,"住建","2a032ff9-6e2d-4ab2-a838-fa75295de539",14.0,"市级","11440300693981103B020058","未取得施工许可证擅自施工",3.0,1.0
2017.0,"住建","e73d6741-1c62-4dbd-9075-e4170aa9bf6d",12.0,"市级","11440300693981103B020086","未取得施工许可证擅自施工",4.0,1.0
2017.0,"住建","b0e0ae99-791d-415c-aae5-4308340bb153",12.0,"市级","11440300693981103B020083","未取得施工许可证擅自施工",4.0,1.0
2017.0,"住建","ef5d69c3-3ff4-4a5f-83ef-da5ac6a8cc0d",12.0,"市级","11440300693981103B020068","劳动防护用品抽检不合格",4.0,1.0
2017.0,"住建","e976b4d9-3ed2-4739-8882-c45fbb9691bb",7.0,"市级","11440300693981103B020123","建筑起重机械未采取相应的安全防护措施",7.0,1.0
2017.0,"住建","b1bd383a-d614-4d96-86a1-0149727966ed",7.0,"市级","11440300693981103B020053","未采取有效防尘降尘措施",7.0,1.0
2017.0,"住建","05aff49f-a4ec-4bb3-98bc-f599e242b1bd",6.0,"市级","11440300693981103B020070","未取得施工许可证擅自施工",9.0,1.0
2017.0,"住建","3f7af0d5-d157-408b-9521-d24da420c3fe",6.0,"市级","11440300693981103B020125","施工单位在施工中偷工减料的，使用不合格的建筑材料、建筑构配件和设备的行政处罚",9.0,1.0
2017.0,"住建","72166573-c957-4505-b19b-e20884adcd3d",6.0,"市级","11440300693981103B020116","已使用的材料未根据技术标准严格进场检验",9.0,1.0
2017.0,"住建","c93bf0f3-0f3a-4a05-b59e-631600f3bfe6",6.0,"市级","11440300693981103B020117","已使用的材料未根据技术标准严格进场检验",9.0,1.0
2018.0,"财政","dcd00f05-6a17-48e8-b31f-1a84ec555fdd",4.0,"福田区","11440304007542822U020021","对供应商在政府采购活动中违法行为的处罚",1.0,1.0
2018.0,"财政","b8f05563-b2f0-458d-81fd-b160436828b7",9.0,"龙岗区","1144030700755150X8020005","对供应商在政府采购活动中违法行为的处罚",1.0,1.0
2018.0,"财政","6fcd36b4-5c64-45f8-b7a9-3867d5af6eb6",1.0,"龙华区","1144030005512991X1020016","对供应商捏造事实、提供虚假材料或者以非法手段取得证明材料进行投诉的行为的行政处罚",1.0,1.0
2018.0,"财政","e885e328-7493-47b2-928c-1c9e6eb126f3",8.0,"罗湖区","11440303007542275R020005","对供应商在政府采购活动中违法行为的处罚",1.0,1.0
2018.0,"财政","a0099c42-80d8-4b21-b90b-a7b550813f80",3.0,"罗湖区","11440303007542275R020028","对供应商捏造事实、提供虚假材料或者以非法手段取得证明材料进行投诉的行为的行政处罚",2.0,1.0
2018.0,"财政","a482758e-9ae7-4325-9f04-476a19df526a",1.0,"坪山区","11440300693979425N020020","授意、指使、强令会计机构、会计人员及其他人员伪造、变造会计凭证、会计帐簿，编制虚假财务会计报告或者隐匿、故意销毁依法应当保存的会计凭证、会计帐簿、财务会计报告，尚不构成犯罪的行为的行政处罚",1.0,1.0
2018.0,"财政","4aa4f2a4-4ff1-46e3-9e63-a04d26fdcfe6",15.0,"市级","11440300007541539G020054","对供应商在政府采购活动中违法行为的处罚",1.0,1.0
2018.0,"财政","381f35a0-b08d-4d79-b734-dc3e2f5294f0",1.0,"市级","11440300007541539G020042","对伪造、变造会计凭证、会计帐簿，编制虚假财务会计报告，尚不构成犯罪；隐匿或者故意销毁依法应当保存的会计凭证、会计帐簿、财务会计报告，尚不构成犯罪的行为的行政处罚",2.0,1.0
2018.0,"财政","524576e6-cc95-493c-940c-75eb38706431",1.0,"市级","11440300007541539G020009","对由于人员变动或者其他原因未能保持设立条件仍继续执业的会计师事务所（含分所）的处罚",2.0,1.0
2018.0,"财政","6a2061e7-93ed-4618-8b54-52dfe58977f6",1.0,"市级","11440300007541539G020030","对未按规定保管业务档案，致使档案资料损毁、丢失的处罚",2.0,1.0
2018.0,"财政","7cc321ac-259e-441a-aed9-63850a42733c",1.0,"市级","11440300007541539G020027","对年龄超过六十五周岁仍继续担任合伙人；因健康原因无法履行合伙义务仍继续担任合伙人；受到吊销注册会计师证书处罚仍继续担任合伙人；法律、法规规定不得担任合伙人的其他情形仍继续担任合伙人的处罚",2.0,1.0
2018.0,"工信","ff52b0cf-699f-41a4-9984-d1e2a49d1c71",4.0,"龙岗区","11440307MB2D25078J020004","对违反本条例第十四条规定，购销或者屠宰含有盐酸克伦特罗及其它有害成分的畜的行政处罚",1.0,1.0
2018.0,"工信","8ef744cd-afab-4f7f-8a07-8dadac123d5d",4.0,"龙岗区","11440307MB2D25078J020003","对违反本法第二十五条规定，屠宰、经营、运输动物或者生产、经营、加工、贮藏、运输动物产品的行政处罚",1.0,1.0
2018.0,"工信","47d81536-9315-434b-a245-6240e0c1af2b",2.0,"龙岗区","11440307MB2D25078J020001","对违反本法规定，未取得动物诊疗许可证从事动物诊疗活动的行政处罚",3.0,1.0
2018.0,"工信","4d02b147-c317-451d-87fd-a1be3b2fd034",2.0,"龙岗区","11440307MB2D25078J020002","对违反本法规定，未经兽医执业注册从事动物诊疗活动的行政处罚",3.0,1.0
2018.0,"规自","caa5642f-e732-4489-bd35-b8ab8779adde",1.0,"宝安区","114403065670645156020031","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",1.0,1.0
2018.0,"规自","8da63347-3fdd-46eb-b8f0-bb041160f4fa",1.0,"大鹏新区","11440300052763827Q020056","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",1.0,1.0
2018.0,"规自","a2d87f5a-c481-4c49-a7ae-2f0c144ad7c6",18.0,"福田区","11440304MB2D11725U020049","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",1.0,1.0
2018.0,"规自","8c30c7bb-9251-4c0e-8b64-4446996c744d",4.0,"福田区","11440304MB2D11725U020050","对未按照工程规划许可证的规定进行建设的行政处罚；对未取得工程规划许可证的行政处罚",2.0,1.0
2018.0,"规自","11c150a7-c1c8-454c-9262-ad241a81e823",1.0,"光明区","114403005685088279020016","对质量安全且不严重影响城市规划的违法开发建设的违法建筑的处罚",1.0,1.0
2018.0,"规自","7f735df8-9766-44e2-a395-ba03bbec69f7",15.0,"龙岗区","1144030757002301X3020034","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",1.0,1.0
2018.0,"规自","596cf25d-1d22-4d13-9d71-825ae9e70ba9",3.0,"龙岗区","1144030757002301X3020025","对未经批准或者采取欺骗手段骗取批准,非法占用土地的行为的行政处罚",2.0,1.0
2018.0,"规自","5b52eb38-13ad-4e59-b2ec-8518cf96e992",3.0,"龙岗区",,,2.0,1.0
2018.0,"规自","fe0c4b31-4eac-4288-b0c8-3699265878fd",2.0,"龙岗区","1144030757002301X3020007","对向违反城市规划或者土地管理法律、法规、规章的建设工程供水、供电或者出售预拌混凝土的处罚",4.0,1.0
2018.0,"规自","a23b61fc-1104-4f2b-b8ff-94d6ca7a1191",2.0,"龙岗区","1144030757002301X3020011","对非法占用已完成征转地补偿手续的国有土地，建筑物使用功能不违反城市规划，或者违反城市规划但可以采取改正措施加以利用的处罚",4.0,1.0
2018.0,"规自","0b19aaee-d9d0-4402-bb5c-6339d20900d5",1.0,"龙岗区","1144030757002301X3020013","对在临时用地上修建永久性建筑物、建构物的行为的行政处罚",6.0,1.0
2018.0,"规自","ffcbf0a7-940e-45e7-a00c-2621f15752cc",1.0,"龙岗区","1144030757002301X3020021","对建设项目施工和地质勘查需要临时占用耕地，逾期不恢复种植条件的行为的行政处罚",6.0,1.0
2018.0,"规自","fea9fa11-6952-4de8-be63-b04bcf4a088b",1.0,"龙岗区","11440300MB2C94128A020016","对超过批准的数量占用基本农田的处罚",6.0,1.0
2018.0,"规自","ecdc5191-86d4-493d-8b6f-2e5015aaebc0",1.0,"龙岗区","1144030757002301X3020020","对买卖或者以其他形式非法转让土地的行为的行政处罚",6.0,1.0
2018.0,"规自","eab10afd-9d84-4825-b64e-3156238dbec2",1.0,"龙岗区","11440300MB2C94128A020175","对未按照土地出让合同约定的用途和条件开发利用土地的处罚",6.0,1.0
2018.0,"规自","e1f37cac-9752-4ec6-a811-a3d092de31ef",1.0,"龙岗区","11440300MB2C94128A020173","对未经批准擅自开设进口、接口的处罚",6.0,1.0
2018.0,"规自","7824ab8f-0d17-4f30-b46f-690d502413f9",1.0,"龙岗区","11440300MB2C94128A030006","代履行在保护范围内修建生产、储存爆炸性、易燃性、放射性、毒害性、腐蚀性物品的工厂、仓库的历史文化名城、名镇、名村的恢复原状或者其他补救措施",6.0,1.0
2018.0,"规自","0cd78665-66c4-4418-8192-9937091a8e3d",1.0,"龙岗区","11440300MB2C94128A030009","代履行未经批准对历史建筑进行外部修缮装饰、添加设施以及改变历史建筑的结构或者使用性质的恢复原状或者其他补救措施",6.0,1.0
2018.0,"规自","07b03b9d-6196-480f-bcc2-394ea19c894f",1.0,"龙岗区","1144030757002301X3020035","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",6.0,1.0
2018.0,"规自","f9fd2e04-e5ce-4e3a-a1da-265177c2f45a",1.0,"龙岗区","1144030757002301X3020005","对未按照土地出让合同约定的用途和条件开发利用土地的处罚",6.0,1.0
2018.0,"规自","edf8acf2-1b92-40b7-863e-9b731ecd90d4",1.0,"龙岗区","1144030757002301X3020012","对质量安全且不严重影响城市规划的违法开发建设的违法建筑的处罚",6.0,1.0
2018.0,"规自","b020e370-7492-49fa-b8e2-2f8fad0a4d29",1.0,"龙岗区","11440300MB2C94128A020010","对超过批准的数量占用土地的处罚",6.0,1.0
2018.0,"规自","8c4a3ebe-ec87-4836-aa73-0119d09a01a1",1.0,"龙岗区","11440300MB2C94128A020152","对在土地利用总体规划制定前已建的不符合土地利用总体规划确定的用途的建筑物、构筑物重建、扩建的行为的行政处罚",6.0,1.0
